state_name,district_name,year,season,area,production,rainfall,temperature,humidity,sun_hours
Bihar,PATNA,1997,Autumn     ,1179.0,1594.0,1303.7,26.9,78.0,8.9
Bihar,PATNA,1997,Summer     ,146.0,286.0,1303.7,26.9,78.0,8.9
Bihar,PATNA,1997,Winter     ,95558.0,182653.0,1303.7,26.9,78.0,8.9
Bihar,PURBI CHAMPARAN,1997,Autumn     ,65949.0,83328.0,1303.7,20.1,63.0,9.5
Bihar,PURBI CHAMPARAN,1997,Summer     ,1322.0,1944.0,1303.7,28.0,85.0,8.4
Bihar,PURBI CHAMPARAN,1997,Winter     ,108623.0,154298.0,1303.7,25.9,83.0,8.1
Bihar,PURNIA,1997,Autumn     ,19065.0,23419.0,1303.7,25.9,83.0,8.1
Bihar,PURNIA,1997,Summer     ,18502.0,40311.0,1303.7,25.9,83.0,8.1
Bihar,PURNIA,1997,Winter     ,92010.0,99948.0,1303.7,25.9,83.0,8.1
Bihar,ROHTAS,1997,Autumn     ,1047.0,1637.0,1303.7,25.9,83.0,8.1
Bihar,ROHTAS,1997,Summer     ,483.0,896.0,1303.7,22.9,68.0,9.2
Bihar,ROHTAS,1997,Winter     ,203149.0,360295.0,1303.7,22.9,68.0,9.2
Bihar,SAHARSA,1997,Autumn     ,12672.0,12324.0,1303.7,22.9,68.0,9.2
Bihar,SAHARSA,1997,Summer     ,6102.0,10280.0,1303.7,22.9,68.0,9.2
Bihar,SAHARSA,1997,Winter     ,71371.0,71488.0,1303.7,22.9,68.0,9.2
Bihar,SAMASTIPUR,1997,Autumn     ,30879.0,41438.0,1303.7,22.9,68.0,9.2
Bihar,SAMASTIPUR,1997,Summer     ,1178.0,2021.0,1303.7,22.9,68.0,9.2
Bihar,SAMASTIPUR,1997,Winter     ,55892.0,66154.0,1303.7,31.2,67.0,9.7
Bihar,SARAN,1997,Autumn     ,20955.0,29940.0,1303.7,31.2,67.0,9.7
Bihar,SARAN,1997,Winter     ,69464.0,95925.0,1303.7,31.2,67.0,9.7
Bihar,SHEIKHPURA,1997,Summer     ,12.0,24.0,1303.7,31.2,67.0,9.7
Bihar,SHEIKHPURA,1997,Winter     ,30284.0,44202.0,1303.7,31.2,67.0,9.7
Bihar,SHEOHAR,1997,Autumn     ,5376.0,8612.0,1303.7,26.8,83.0,8.9
Bihar,SHEOHAR,1997,Summer     ,56.0,91.0,1303.7,26.8,83.0,8.9
Bihar,SHEOHAR,1997,Winter     ,19439.0,28654.0,1303.7,26.8,83.0,8.9
Bihar,SITAMARHI,1997,Autumn     ,22925.0,28028.0,1303.7,26.8,83.0,8.9
Bihar,SITAMARHI,1997,Summer     ,1867.0,2723.0,1303.7,26.8,83.0,8.9
Bihar,SITAMARHI,1997,Winter     ,87408.0,103968.0,1303.7,26.8,83.0,8.9
Bihar,SIWAN,1997,Autumn     ,35529.0,37976.0,1303.7,17.9,62.0,9.1
Bihar,SIWAN,1997,Winter     ,64337.0,98014.0,1303.7,26.8,83.0,8.3
Bihar,SUPAUL,1997,Autumn     ,16354.0,20397.0,1303.7,29.4,83.0,8.6
Bihar,SUPAUL,1997,Summer     ,8657.0,13823.0,1303.7,29.4,83.0,8.6
Bihar,SUPAUL,1997,Winter     ,86723.0,93863.0,1303.7,29.4,83.0,8.6
Bihar,VAISHALI,1997,Autumn     ,8561.0,7602.0,1303.7,29.4,83.0,8.6
Bihar,VAISHALI,1997,Summer     ,118.0,192.0,1303.7,29.4,83.0,8.6
Bihar,VAISHALI,1997,Winter     ,48676.0,44775.0,1303.7,21.6,69.0,9.0
Punjab,AMRITSAR,1997,Kharif     ,292000.0,879000.0,690.1,21.6,69.0,9.0
Punjab,BATHINDA,1997,Kharif     ,53000.0,212000.0,690.1,21.6,69.0,9.0
Punjab,FARIDKOT,1997,Kharif     ,56000.0,214000.0,690.1,21.6,69.0,9.0
Punjab,FATEHGARH SAHIB,1997,Kharif     ,82000.0,302000.0,690.1,21.6,69.0,9.0
Punjab,FIROZEPUR,1997,Kharif     ,252000.0,910000.0,690.1,21.6,69.0,9.0
Punjab,GURDASPUR,1997,Kharif     ,181000.0,509000.0,690.1,21.6,69.0,9.0
Punjab,HOSHIARPUR,1997,Kharif     ,56000.0,169000.0,690.1,21.6,69.0,9.0
Punjab,JALANDHAR,1997,Kharif     ,126000.0,422000.0,690.1,21.6,69.0,9.0
Punjab,KAPURTHALA,1997,Kharif     ,97000.0,290000.0,690.1,29.9,67.0,9.4
Punjab,LUDHIANA,1997,Kharif     ,234000.0,899000.0,690.1,29.9,67.0,9.4
Punjab,MANSA,1997,Kharif     ,58000.0,220000.0,690.1,29.9,67.0,9.4
Punjab,MOGA,1997,Kharif     ,107000.0,429000.0,690.1,29.9,67.0,9.4
Punjab,MUKTSAR,1997,Kharif     ,28000.0,97000.0,690.1,29.9,67.0,9.4
Punjab,NAWANSHAHR,1997,Kharif     ,43000.0,145000.0,690.1,26.2,79.8,8.9
Punjab,PATIALA,1997,Kharif     ,240000.0,792000.0,690.1,26.2,79.8,8.9
Punjab,RUPNAGAR,1997,Kharif     ,43000.0,138000.0,690.1,26.2,79.8,8.9
Punjab,SANGRUR,1997,Kharif     ,333000.0,1277000.0,690.1,26.2,79.8,8.9
Bihar,ARARIA,1998,Summer     ,9936.0,13613.0,1332.5,26.2,79.8,8.9
Bihar,ARARIA,1998,Winter     ,93100.0,90299.0,1332.5,26.2,79.8,8.9
Bihar,AURANGABAD,1998,Summer     ,6.0,13.0,1332.5,19.8,61.2,9.3
Bihar,AURANGABAD,1998,Winter     ,147064.0,288927.0,1332.5,27.4,82.0,8.1
Bihar,BANKA,1998,Summer     ,378.0,743.0,1332.5,28.6,81.0,8.6
Bihar,BANKA,1998,Winter     ,110968.0,163419.0,1332.5,28.6,81.0,8.6
Bihar,BEGUSARAI,1998,Summer     ,23.0,87.0,1332.5,28.6,81.0,8.6
Bihar,BEGUSARAI,1998,Winter     ,14762.0,8186.0,1332.5,22.7,69.1,9.2
Bihar,BHAGALPUR,1998,Summer     ,307.0,576.0,1332.5,22.7,69.1,9.2
Bihar,BHAGALPUR,1998,Winter     ,49104.0,60757.0,1332.5,22.7,69.1,9.2
Bihar,BHOJPUR,1998,Winter     ,102606.0,220745.0,1332.5,22.7,69.1,9.2
Bihar,BUXAR,1998,Winter     ,90730.0,221735.0,1332.5,22.7,69.1,9.2
Bihar,DARBHANGA,1998,Summer     ,1122.0,1328.0,1332.5,22.7,69.1,9.2
Bihar,DARBHANGA,1998,Winter     ,113070.0,101851.0,1332.5,22.7,69.1,9.2
Bihar,GAYA,1998,Summer     ,103.0,214.0,1332.5,22.7,69.1,9.2
Bihar,GAYA,1998,Winter     ,143425.0,227073.0,1332.5,22.7,69.1,9.2
Bihar,GOPALGANJ,1998,Summer     ,21.0,41.0,1332.5,30.2,66.4,9.6
Bihar,GOPALGANJ,1998,Winter     ,29348.0,42463.0,1332.5,30.2,66.4,9.6
Bihar,JAMUI,1998,Summer     ,91.0,203.0,1332.5,30.2,66.4,9.6
Bihar,JAMUI,1998,Winter     ,43790.0,46941.0,1332.5,30.2,66.4,9.6
Bihar,JEHANABAD,1998,Summer     ,121.0,270.0,1332.5,30.2,66.4,9.6
Bihar,JEHANABAD,1998,Winter     ,87698.0,154640.0,1332.5,26.4,79.3,8.9
Bihar,KAIMUR (BHABUA),1998,Winter     ,105981.0,252765.0,1332.5,19.6,61.2,9.6
Bihar,KATIHAR,1998,Summer     ,44803.0,120495.0,1332.5,27.1,81.0,8.1
Bihar,KATIHAR,1998,Winter     ,60879.0,41742.0,1332.5,29.4,83.7,8.0
Bihar,KHAGARIA,1998,Summer     ,441.0,670.0,1332.5,29.4,,8.0
Bihar,KHAGARIA,1998,Winter     ,20347.0,4533.0,1332.5,29.4,83.7,8.0
Bihar,KISHANGANJ,1998,Summer     ,9147.0,18918.0,1332.5,29.4,83.7,8.0
Bihar,KISHANGANJ,1998,Winter     ,75297.0,65786.0,1332.5,29.4,83.7,8.0
Bihar,LAKHISARAI,1998,Winter     ,35725.0,27522.0,1332.5,22.4,69.4,9.2
Bihar,MADHEPURA,1998,Summer     ,2906.0,5193.0,1332.5,22.4,69.4,9.2
Bihar,MADHEPURA,1998,Winter     ,66359.0,82864.0,1332.5,22.4,69.4,9.2
Bihar,MADHUBANI,1998,Summer     ,4869.0,5691.0,1332.5,22.4,69.4,9.2
Bihar,MADHUBANI,1998,Winter     ,135024.0,119136.0,1332.5,22.4,69.4,9.2
Bihar,MUNGER,1998,Winter     ,28598.0,36210.0,1332.5,22.4,69.4,9.2
Bihar,MUZAFFARPUR,1998,Summer     ,2253.0,1422.0,1332.5,22.4,69.4,9.2
Bihar,MUZAFFARPUR,1998,Winter     ,98422.0,100414.0,1332.5,22.4,69.4,9.2
Bihar,NALANDA,1998,Summer     ,17.0,38.0,1332.5,31.2,66.9,9.4
Bihar,NALANDA,1998,Winter     ,113571.0,200705.0,1332.5,31.2,66.9,9.4
Bihar,NAWADA,1998,Summer     ,80.0,174.0,1332.5,31.2,66.9,9.4
Bihar,NAWADA,1998,Winter     ,82155.0,142253.0,1332.5,31.2,66.9,9.4
Bihar,PASHCHIM CHAMPARAN,1998,Summer     ,10322.0,15100.0,1332.5,31.2,66.9,9.4
Bihar,PASHCHIM CHAMPARAN,1998,Winter     ,114373.0,184682.0,1332.5,26.1,78.6,8.7
Bihar,PATNA,1998,Summer     ,25.0,56.0,1332.5,18.1,60.2,9.1
Bihar,PATNA,1998,Winter     ,112521.0,286139.0,1332.5,26.4,65.9,9.8
Bihar,PURBI CHAMPARAN,1998,Summer     ,1254.0,1326.0,1332.5,28.1,81.0,8.1
Bihar,PURBI CHAMPARAN,1998,Winter     ,97628.0,109999.0,1332.5,28.1,,8.1
Bihar,PURNIA,1998,Summer     ,18535.0,45627.0,1332.5,28.1,81.0,8.1
Bihar,PURNIA,1998,Winter     ,80680.0,84100.0,1332.5,28.1,81.0,8.1
Bihar,ROHTAS,1998,Summer     ,504.0,976.0,1332.5,21.9,69.8,9.2
Bihar,ROHTAS,1998,Winter     ,209869.0,508689.0,1332.5,21.9,69.8,9.2
Bihar,SAHARSA,1998,Summer     ,9563.0,12907.0,1332.5,21.9,69.8,9.2
Bihar,SAHARSA,1998,Winter     ,76392.0,71261.0,1332.5,21.9,69.8,9.2
Bihar,SAMASTIPUR,1998,Summer     ,2188.0,2574.0,1332.5,21.9,69.8,9.2
Bihar,SAMASTIPUR,1998,Winter     ,56336.0,53033.0,1332.5,21.9,69.8,9.2
Bihar,SARAN,1998,Summer     ,45.0,100.0,1332.5,21.9,69.8,9.2
Bihar,SARAN,1998,Winter     ,77562.0,97032.0,1332.5,21.9,69.8,9.2
Bihar,SHEIKHPURA,1998,Winter     ,22716.0,31641.0,1332.5,32.7,67.0,9.6
Bihar,SHEOHAR,1998,Summer     ,62.0,115.0,1332.5,32.7,67.0,9.6
Bihar,SHEOHAR,1998,Winter     ,18449.0,15898.0,1332.5,32.7,67.0,9.6
Bihar,SITAMARHI,1998,Summer     ,1869.0,2116.0,1332.5,32.7,67.0,9.6
Bihar,SITAMARHI,1998,Winter     ,75361.0,46312.0,1332.5,32.7,67.0,9.6
Bihar,SIWAN,1998,Summer     ,10.0,22.0,1332.5,26.3,79.4,8.9
Bihar,SIWAN,1998,Winter     ,62745.0,84150.0,1332.5,19.2,61.8,9.3
Bihar,SUPAUL,1998,Summer     ,7277.0,12887.0,1332.5,26.9,83.9,8.1
Bihar,SUPAUL,1998,Winter     ,82184.0,82916.0,1332.5,28.1,82.3,8.4
Bihar,VAISHALI,1998,Summer     ,517.0,960.0,1332.5,28.1,82.3,8.4
Bihar,VAISHALI,1998,Winter     ,47253.0,49377.0,1332.5,28.1,82.3,8.4
Himachal Pradesh,BILASPUR,1998,Kharif     ,2068.0,2584.0,1381.6,28.1,82.3,8.4
Himachal Pradesh,CHAMBA,1998,Kharif     ,2891.0,3878.0,1381.6,28.1,82.3,8.4
Himachal Pradesh,HAMIRPUR,1998,Kharif     ,2697.0,4040.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,KANGRA,1998,Kharif     ,37728.0,52148.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,KINNAUR,1998,Kharif     ,23.0,33.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,KULLU,1998,Kharif     ,1655.0,1965.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,MANDI,1998,Kharif     ,20697.0,29448.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,SHIMLA,1998,Kharif     ,2898.0,3722.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,SIRMAUR,1998,Kharif     ,5224.0,7682.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,SOLAN,1998,Kharif     ,3652.0,6165.0,1381.6,20.3,69.0,9.2
Himachal Pradesh,UNA,1998,Kharif     ,2592.0,5332.0,1381.6,32.4,67.4,9.6
Kerala,ALAPPUZHA,1998,Autumn     ,8719.0,17570.0,3151.5,32.4,67.4,9.6
Kerala,ALAPPUZHA,1998,Summer     ,19058.0,58013.0,3151.5,32.4,67.4,9.6
Kerala,ALAPPUZHA,1998,Winter     ,7348.0,16098.0,3151.5,32.4,,9.6
Kerala,ERNAKULAM,1998,Autumn     ,16822.0,28778.0,3151.5,32.4,67.4,9.6
Kerala,ERNAKULAM,1998,Summer     ,12446.0,19138.0,3151.5,26.1,78.0,8.7
Kerala,ERNAKULAM,1998,Winter     ,20462.0,36613.0,3151.5,17.9,61.0,9.3
Kerala,IDUKKI,1998,Autumn     ,1065.0,2314.0,3151.5,27.3,85.0,8.1
Kerala,IDUKKI,1998,Summer     ,329.0,812.0,3151.5,28.4,83.0,8.4
Kerala,IDUKKI,1998,Winter     ,2452.0,5869.0,3151.5,28.4,83.0,8.4
Kerala,KANNUR,1998,Autumn     ,8665.0,14122.0,3151.5,28.4,83.0,8.4
Kerala,KANNUR,1998,Summer     ,295.0,347.0,3151.5,23.2,69.4,9.2
Kerala,KANNUR,1998,Winter     ,4918.0,8071.0,3151.5,23.2,69.4,9.2
Kerala,KASARAGOD,1998,Autumn     ,4806.0,10048.0,3151.5,23.2,69.4,9.2
Kerala,KASARAGOD,1998,Summer     ,261.0,366.0,3151.5,23.2,69.4,9.2
Kerala,KASARAGOD,1998,Winter     ,2941.0,5617.0,3151.5,23.2,69.4,9.2
Kerala,KOLLAM,1998,Autumn     ,7549.0,14574.0,3151.5,23.2,69.4,9.2
Kerala,KOLLAM,1998,Winter     ,10022.0,18737.0,3151.5,23.2,69.4,9.2
Kerala,KOTTAYAM,1998,Autumn     ,3277.0,6580.0,3151.5,23.2,,9.2
Kerala,KOTTAYAM,1998,Summer     ,3883.0,11030.0,3151.5,23.2,69.4,9.2
Kerala,KOTTAYAM,1998,Winter     ,7233.0,18048.0,3151.5,31.3,67.9,9.6
Kerala,KOZHIKODE,1998,Autumn     ,921.0,850.0,3151.5,31.3,67.9,9.6
Kerala,KOZHIKODE,1998,Summer     ,953.0,1165.0,3151.5,31.3,67.9,9.6
Kerala,KOZHIKODE,1998,Winter     ,4969.0,5819.0,3151.5,31.3,67.9,9.6
Kerala,MALAPPURAM,1998,Autumn     ,6289.0,13044.0,3151.5,31.3,67.9,9.6
Kerala,MALAPPURAM,1998,Summer     ,1882.0,4697.0,3151.5,26.8,79.4,8.7
Kerala,MALAPPURAM,1998,Winter     ,15647.0,24600.0,3151.5,17.2,68.0,9.2
Kerala,PALAKKAD,1998,Autumn     ,45915.0,98955.0,3151.5,27.3,83.4,8.2
Kerala,PALAKKAD,1998,Summer     ,5822.0,15619.0,3151.5,28.6,81.6,8.4
Kerala,PALAKKAD,1998,Winter     ,55730.0,123214.0,3151.5,28.6,81.6,8.4
Kerala,PATHANAMTHITTA,1998,Autumn     ,1372.0,2499.0,3151.5,28.6,81.6,8.4
Kerala,PATHANAMTHITTA,1998,Summer     ,2960.0,10424.0,3151.5,28.6,81.6,8.4
Kerala,PATHANAMTHITTA,1998,Winter     ,3165.0,6544.0,3151.5,20.7,65.7,9.3
Kerala,THIRUVANANTHAPURAM,1998,Autumn     ,4798.0,8892.0,3151.5,20.7,65.7,9.3
Kerala,THIRUVANANTHAPURAM,1998,Summer     ,16.0,5.0,3151.5,20.7,65.7,9.3
Kerala,THIRUVANANTHAPURAM,1998,Winter     ,4784.0,8792.0,3151.5,20.7,65.7,9.3
Kerala,THRISSUR,1998,Autumn     ,10019.0,17623.0,3151.5,20.7,65.7,9.3
Kerala,THRISSUR,1998,Summer     ,6196.0,14233.0,3151.5,20.7,65.7,9.3
Kerala,THRISSUR,1998,Winter     ,23000.0,42334.0,3151.5,20.7,65.7,9.3
Kerala,WAYANAD,1998,Summer     ,3599.0,9023.0,3151.5,20.7,65.7,9.3
Kerala,WAYANAD,1998,Winter     ,12043.0,25666.0,3151.5,20.7,65.7,9.3
Odisha,ANUGUL,1998,Autumn     ,22432.0,9042.0,1357.1,20.7,65.7,9.3
Odisha,ANUGUL,1998,Summer     ,1917.0,2028.0,1357.1,30.6,68.0,9.5
Odisha,ANUGUL,1998,Winter     ,77609.0,63810.0,1357.1,30.6,68.0,9.5
Odisha,BALANGIR,1998,Autumn     ,78779.0,31858.0,1357.1,30.6,68.0,9.5
Odisha,BALANGIR,1998,Summer     ,3484.0,3212.0,1357.1,30.6,68.0,9.5
Odisha,BALANGIR,1998,Kharif     ,128555.0,129319.0,1357.1,30.6,68.0,9.5
Odisha,BALESHWAR,1998,Autumn     ,1569.0,1509.0,1357.1,25.9,79.0,8.8
Odisha,BALESHWAR,1998,Summer     ,27577.0,56719.0,1357.1,19.3,61.0,9.4
Odisha,BALESHWAR,1998,Winter     ,209874.0,131329.0,1357.1,27.0,85.0,8.0
Odisha,BARGARH,1998,Autumn     ,56661.0,43562.0,1357.1,28.0,85.0,8.5
Odisha,BARGARH,1998,Summer     ,59120.0,141439.0,1357.1,28.0,85.0,8.5
Odisha,BARGARH,1998,Winter     ,183916.0,301329.0,1357.1,28.0,85.0,8.5
Odisha,BHADRAK,1998,Autumn     ,381.0,360.0,1357.1,28.0,85.0,8.5
Odisha,BHADRAK,1998,Summer     ,10949.0,18709.0,1357.1,28.0,85.0,8.5
Odisha,BHADRAK,1998,Winter     ,169693.0,239827.0,1357.1,22.0,68.0,9.2
Odisha,BOUDH,1998,Autumn     ,9591.0,3588.0,1357.1,22.0,68.0,9.2
Odisha,BOUDH,1998,Summer     ,1274.0,1409.0,1357.1,22.0,68.0,9.2
Odisha,BOUDH,1998,Winter     ,48450.0,50511.0,1357.1,22.0,68.0,9.2
Odisha,CUTTACK,1998,Autumn     ,14695.0,19134.0,1357.1,22.0,68.0,9.2
Odisha,CUTTACK,1998,Summer     ,8150.0,13477.0,1357.1,22.0,68.0,9.2
Odisha,CUTTACK,1998,Winter     ,127524.0,225009.0,1357.1,29.0,70.0,9.5
Odisha,DEOGARH,1998,Autumn     ,15603.0,8873.0,1357.1,29.0,70.0,9.5
Odisha,DEOGARH,1998,Summer     ,5027.0,5803.0,1357.1,26.0,75.0,8.9
Odisha,DEOGARH,1998,Winter     ,30586.0,28745.0,1357.1,26.0,75.0,8.9
Odisha,DHENKANAL,1998,Autumn     ,18221.0,17839.0,1357.1,26.0,75.0,8.9
Odisha,DHENKANAL,1998,Summer     ,2953.0,2775.0,1357.1,26.0,75.0,8.9
Odisha,DHENKANAL,1998,Winter     ,101428.0,162852.0,1357.1,26.0,75.0,8.9
Odisha,GAJAPATI,1998,Autumn     ,1685.0,1865.0,1357.1,26.0,75.0,8.9
Odisha,GAJAPATI,1998,Summer     ,536.0,595.0,1357.1,26.0,75.0,8.9
Odisha,GAJAPATI,1998,Winter     ,39638.0,72180.0,1357.1,18.0,63.0,9.1
Odisha,GANJAM,1998,Autumn     ,2725.0,4615.0,1357.1,27.1,85.1,8.2
Odisha,GANJAM,1998,Summer     ,1495.0,2543.0,1357.1,28.6,84.9,8.4
Odisha,GANJAM,1998,Winter     ,265872.0,464180.0,1357.1,28.6,84.9,8.4
Odisha,JAGATSINGHAPUR,1998,Autumn     ,5352.0,6637.0,1357.1,28.6,84.9,8.4
Odisha,JAGATSINGHAPUR,1998,Summer     ,6601.0,13578.0,1357.1,28.6,84.9,8.4
Odisha,JAGATSINGHAPUR,1998,Winter     ,96502.0,143888.0,1357.1,21.6,69.0,9.3
Odisha,JAJAPUR,1998,Autumn     ,21821.0,21388.0,1357.1,21.6,69.0,9.3
Odisha,JAJAPUR,1998,Summer     ,9028.0,18084.0,1357.1,21.6,69.0,9.3
Odisha,JAJAPUR,1998,Winter     ,126708.0,166975.0,1357.1,21.6,69.0,9.3
Odisha,JHARSUGUDA,1998,Autumn     ,27024.0,15652.0,1357.1,21.6,69.0,9.3
Odisha,JHARSUGUDA,1998,Summer     ,856.0,1341.0,1357.1,21.6,69.0,9.3
Odisha,JHARSUGUDA,1998,Winter     ,28454.0,41204.0,1357.1,30.1,71.0,9.6
Odisha,KALAHANDI,1998,Autumn     ,83508.0,33747.0,1357.1,30.1,71.0,9.6
Odisha,KALAHANDI,1998,Summer     ,3396.0,3050.0,1357.1,26.3,75.9,8.4
Odisha,KALAHANDI,1998,Winter     ,139724.0,124634.0,1357.1,26.3,75.9,8.4
Odisha,KANDHAMAL,1998,Autumn     ,11822.0,10459.0,1357.1,26.3,75.9,8.4
Odisha,KANDHAMAL,1998,Summer     ,773.0,1169.0,1357.1,26.3,75.9,8.4
